Date,Open,High,Low,Close,Adj Close,Volume
1/4/21,133.520004,133.610001,126.760002,129.410004,128.997803,143301900
1/5/21,128.889999,131.740005,128.429993,131.009995,130.592697,97664900
1/6/21,127.720001,131.050003,126.379997,126.599998,126.196747,155088000
1/7/21,128.360001,131.630005,127.860001,130.919998,130.502991,109578200
1/8/21,132.429993,132.630005,130.229996,132.050003,131.629379,105158200
1/11/21,129.190002,130.169998,128.5,128.979996,128.569168,100384500
1/12/21,128.5,129.690002,126.860001,128.800003,128.38974,91951100
1/13/21,128.759995,131.449997,128.490005,130.889999,130.473083,88636800
1/14/21,130.800003,131,128.759995,128.910004,128.499405,90221800
1/15/21,128.779999,130.220001,127,127.139999,126.735023,111598500
1/19/21,127.779999,128.710007,126.940002,127.830002,127.422829,90757300
1/20/21,128.660004,132.490005,128.550003,132.029999,131.609451,104319500
1/21/21,133.800003,139.669998,133.589996,136.869995,136.434021,120150900
1/22/21,136.279999,139.850006,135.020004,139.070007,138.627029,114459400
1/25/21,143.070007,145.089996,136.539993,142.919998,142.464767,157611700
1/26/21,143.600006,144.300003,141.369995,143.160004,142.70401,98390600
1/27/21,143.429993,144.300003,140.410004,142.059998,141.607513,140843800
1/28/21,139.520004,141.990005,136.699997,137.089996,136.653336,142621100
1/29/21,135.830002,136.740005,130.210007,131.960007,131.539673,177523800
2/1/21,133.75,135.380005,130.929993,134.139999,133.712723,106239800
2/2/21,135.729996,136.309998,134.610001,134.990005,134.560028,83305400
2/3/21,135.759995,135.770004,133.610001,133.940002,133.513382,89880900
2/4/21,136.300003,137.399994,134.589996,137.389999,136.952377,84183100
2/5/21,137.350006,137.419998,135.860001,136.759995,136.528091,75693800
2/8/21,136.029999,136.960007,134.919998,136.910004,136.677841,71297200
2/9/21,136.619995,137.880005,135.850006,136.009995,135.779358,76774200
2/10/21,136.479996,136.990005,134.399994,135.389999,135.160416,73046600
2/11/21,135.899994,136.389999,133.770004,135.130005,134.900864,64280000
2/12/21,134.350006,135.529999,133.690002,135.369995,135.140442,60145100
2/16/21,135.490005,136.009995,132.789993,133.190002,132.964157,80576300
2/17/21,131.25,132.220001,129.470001,130.839996,130.618134,97918500
2/18/21,129.199997,130,127.410004,129.710007,129.490051,96856700
2/19/21,130.240005,130.710007,128.800003,129.869995,129.64978,87668800
2/22/21,128.009995,129.720001,125.599998,126,125.786346,103916400
2/23/21,123.760002,126.709999,118.389999,125.860001,125.646584,158273000
2/24/21,124.940002,125.559998,122.230003,125.349998,125.137444,111039900
2/25/21,124.68,126.459999,120.540001,120.989998,120.784836,148199500
2/26/21,122.589996,124.849998,121.199997,121.260002,121.054382,164560400
