Date,Open,High,Low,Close,Adj Close,Volume
3/31/21,515.669983,528.130005,515.440002,521.659973,521.659973,3503100
4/1/21,529.929993,540.5,527.030029,539.419983,539.419983,3938600
4/5/21,540.01001,542.849976,529.22998,540.669983,540.669983,3355900
4/6/21,544.809998,554.169983,543.299988,544.530029,544.530029,3474200
4/7/21,543.5,549.640015,541.450012,546.98999,546.98999,2151300
4/8/21,551.130005,556.900024,547.570007,554.580017,554.580017,4309800
4/9/21,552.690002,556.900024,547.109985,555.309998,555.309998,2894000
4/12/21,551.049988,557.97998,549.580017,552.780029,552.780029,2944100
4/13/21,557,559.75,550.299988,553.72998,553.72998,2720300
4/14/21,554.869995,554.869995,538.530029,540.02002,540.02002,3740300
4/15/21,544.169983,553.48999,542.659973,549.219971,549.219971,3139100
4/16/21,550.539978,551.97998,539.51001,546.539978,546.539978,3209100
4/19/21,546.900024,556.440002,545.530029,554.440002,554.440002,4288700
4/20/21,554.419983,563.559998,546.299988,549.570007,549.570007,11257600
4/21/21,508,515.460022,503.600006,508.899994,508.899994,22897400
4/22/21,513.820007,513.960022,500.549988,508.779999,508.779999,9061100
4/23/21,509.01001,509.700012,500.700012,505.549988,505.549988,7307700
4/26/21,506.76001,510.480011,503,510.299988,510.299988,4388800
4/27/21,512.619995,512.98999,504.579987,505.549988,505.549988,3761300
4/28/21,505.200012,508.399994,503.339996,506.519989,506.519989,3193000
4/29/21,507.600006,509.290009,499,509,509,5127800
4/30/21,505,514.549988,505,513.469971,513.469971,4408400
5/3/21,512.650024,518.950012,505.200012,509.109985,509.109985,4091900
5/4/21,510.779999,511.630005,496.790009,503.179993,503.179993,4349500
5/5/21,504.98999,507.779999,494.630005,496.079987,496.079987,3129400
5/6/21,495.98999,499.549988,491.369995,499.549988,499.549988,3783700
5/7/21,504.619995,508.549988,501.119995,503.839996,503.839996,3131100
5/10/21,502,503.149994,486.109985,486.690002,486.690002,5131600
5/11/21,479.75,497.98999,478.630005,495.079987,495.079987,4401000
5/12/21,486.829987,493.540009,482.700012,484.980011,484.980011,4121500
5/13/21,489.130005,490.779999,482.709991,486.660004,486.660004,2712500
5/14/21,487.859985,494.850006,486.589996,493.369995,493.369995,2881800
5/17/21,485.589996,492.709991,482.809998,488.940002,488.940002,2705200
5/18/21,488.399994,493.480011,486.190002,486.279999,486.279999,2350500
5/19/21,481.630005,488.570007,478.540009,487.700012,487.700012,3349900
5/20/21,489.549988,502.700012,488.980011,501.670013,501.670013,3721200
5/21/21,503.119995,505.399994,497.26001,497.890015,497.890015,3322900
5/24/21,501.049988,504.25,499.51001,502.899994,502.899994,2412600
5/25/21,506,506.369995,499.220001,501.339996,501.339996,2699500
5/26/21,502.339996,504.140015,500.5,502.359985,502.359985,2465300
5/27/21,501.799988,505.100006,498.540009,503.859985,503.859985,3253800
5/28/21,504.399994,511.76001,502.529999,502.809998,502.809998,2910300
6/1/21,504.01001,505.410004,497.73999,499.079987,499.079987,2482600
6/2/21,499.820007,503.220001,495.820007,499.23999,499.23999,2269000
6/3/21,495.190002,496.660004,487.25,489.429993,489.429993,3887400
6/4/21,492,501.859985,490.950012,494.73999,494.73999,3151300
6/7/21,492.920013,496.700012,490.549988,494.660004,494.660004,2791900
6/8/21,497,498.820007,489.369995,492.390015,492.390015,2374000
6/9/21,494.5,496.089996,484.649994,485.809998,485.809998,3055000
6/10/21,487.170013,490.209991,482.140015,487.269989,487.269989,4382900
,,,,,,
