Date,Open,High,Low,Close,Adj Close,Volume
1/4/21,1757.540039,1760.650024,1707.849976,1728.23999,1728.23999,1901900
1/5/21,1725,1747.670044,1718.015015,1740.920044,1740.920044,1145300
1/6/21,1702.630005,1748,1699,1735.290039,1735.290039,2602100
1/7/21,1740.060059,1788.400024,1737.050049,1787.25,1787.25,2265000
1/8/21,1787.97998,1809.839966,1773.535034,1807.209961,1807.209961,2050600
1/11/21,1786.069946,1794.314941,1760.52002,1766.719971,1766.719971,1209700
1/12/21,1753.920044,1778.040039,1725.310059,1746.550049,1746.550049,1357000
1/13/21,1738.579956,1765.035034,1738.01001,1754.400024,1754.400024,1094100
1/14/21,1753.619995,1775.01001,1733.400024,1740.180054,1740.180054,1179500
1/15/21,1738.189941,1756,1721.550049,1736.189941,1736.189941,1342200
1/19/21,1752.25,1809.275024,1741.459961,1790.859985,1790.859985,1734600
1/20/21,1831.459961,1903.709961,1825.530029,1886.900024,1886.900024,2490300
1/21/21,1898,1934.859985,1887.109985,1891.25,1891.25,2063900
1/22/21,1895.680054,1910.949951,1881.76001,1901.050049,1901.050049,1272100
1/25/21,1920.670044,1929.579956,1867.530029,1899.400024,1899.400024,1927300
1/26/21,1888.839966,1925,1884.244995,1917.23999,1917.23999,1313100
1/27/21,1882.530029,1890,1809,1830.790039,1830.790039,2748300
1/28/21,1843.939941,1898.829956,1842.640015,1863.109985,1863.109985,1773100
1/29/21,1846.170044,1857.280029,1810.199951,1835.73999,1835.73999,1612600
2/1/21,1853.569946,1922.391968,1850.930054,1901.349976,1901.349976,1602200
2/2/21,1922.560059,1955.76001,1914.48999,1927.51001,1927.51001,2273700
2/3/21,2073,2116.5,2018.380005,2070.070068,2070.070068,4118200
2/4/21,2068.889893,2078.550049,2042.589966,2062.370117,2062.370117,1852300
2/5/21,2070,2102.51001,2059.330078,2098,2098,1535100
2/8/21,2105.909912,2123.547119,2072,2092.909912,2092.909912,1241900
2/9/21,2078.540039,2105.129883,2078.540039,2083.51001,2083.51001,889900
2/10/21,2094.209961,2108.370117,2063.090088,2095.379883,2095.379883,1135500
2/11/21,2099.51001,2102.030029,2077.320068,2095.889893,2095.889893,945700
2/12/21,2090.25,2108.820068,2083.129883,2104.110107,2104.110107,855700
2/16/21,2104.360107,2152.679932,2104.360107,2121.899902,2121.899902,1133800
